"Country or Area","Year","Area","Sex","Age","Record Type","Reliability","Source Year","Value","Value Footnotes"
"Åland Islands","2020","Total","Female","37","Estimate - de jure","Final figure, complete","2021","197.5","1"
"Åland Islands","2020","Total","Female","38","Estimate - de jure","Final figure, complete","2021","192.5","1"
"Åland Islands","2020","Total","Female","39","Estimate - de jure","Final figure, complete","2021","187","1"
"Åland Islands","2020","Total","Female","40","Estimate - de jure","Final figure, complete","2021","176.5","1"
"Åland Islands","2020","Total","Female","40 - 44","Estimate - de jure","Final figure, complete","2021","927","1"
"Åland Islands","2020","Total","Female","41","Estimate - de jure","Final figure, complete","2021","173","1"
"Åland Islands","2020","Total","Female","42","Estimate - de jure","Final figure, complete","2021","184","1"
"Åland Islands","2020","Total","Female","43","Estimate - de jure","Final figure, complete","2021","203","1"
"Åland Islands","2020","Total","Female","44","Estimate - de jure","Final figure, complete","2021","190.5","1"
"Åland Islands","2020","Total","Female","45","Estimate - de jure","Final figure, complete","2021","175.5","1"
"Åland Islands","2020","Total","Female","45 - 49","Estimate - de jure","Final figure, complete","2021","965","1"
"Åland Islands","2020","Total","Female","46","Estimate - de jure","Final figure, complete","2021","191","1"
"Åland Islands","2020","Total","Female","47","Estimate - de jure","Final figure, complete","2021","197","1"
"Åland Islands","2020","Total","Female","48","Estimate - de jure","Final figure, complete","2021","197","1"
"Åland Islands","2020","Total","Female","49","Estimate - de jure","Final figure, complete","2021","204.5","1"
"Åland Islands","2020","Total","Female","50","Estimate - de jure","Final figure, complete","2021","194.5","1"
"Åland Islands","2020","Total","Female","50 - 54","Estimate - de jure","Final figure, complete","2021","1083","1"
"Åland Islands","2020","Total","Female","51","Estimate - de jure","Final figure, complete","2021","201","1"
"Åland Islands","2020","Total","Female","52","Estimate - de jure","Final figure, complete","2021","233","1"
"Åland Islands","2020","Total","Female","53","Estimate - de jure","Final figure, complete","2021","232","1"
"Åland Islands","2020","Total","Female","54","Estimate - de jure","Final figure, complete","2021","222.5","1"
"Åland Islands","2020","Total","Female","55","Estimate - de jure","Final figure, complete","2021","224.5","1"
"Åland Islands","2020","Total","Female","55 - 59","Estimate - de jure","Final figure, complete","2021","1035","1"
"Åland Islands","2020","Total","Female","56","Estimate - de jure","Final figure, complete","2021","213","1"
"Åland Islands","2020","Total","Female","57","Estimate - de jure","Final figure, complete","2021","198","1"
"Åland Islands","2020","Total","Female","58","Estimate - de jure","Final figure, complete","2021","194","1"
"Åland Islands","2020","Total","Female","59","Estimate - de jure","Final figure, complete","2021","205.5","1"
"Åland Islands","2020","Total","Female","60","Estimate - de jure","Final figure, complete","2021","210.5","1"
"Åland Islands","2020","Total","Female","60 - 64","Estimate - de jure","Final figure, complete","2021","1020","1"
"Åland Islands","2020","Total","Female","61","Estimate - de jure","Final figure, complete","2021","202","1"
"Åland Islands","2020","Total","Female","62","Estimate - de jure","Final figure, complete","2021","205","1"
"Åland Islands","2020","Total","Female","63","Estimate - de jure","Final figure, complete","2021","205.5","1"
"Åland Islands","2020","Total","Female","64","Estimate - de jure","Final figure, complete","2021","197","1"
"Åland Islands","2020","Total","Female","65","Estimate - de jure","Final figure, complete","2021","201","1"
"Åland Islands","2020","Total","Female","65 - 69","Estimate - de jure","Final figure, complete","2021","1026.5","1"
"Åland Islands","2020","Total","Female","66","Estimate - de jure","Final figure, complete","2021","208","1"
"Åland Islands","2020","Total","Female","67","Estimate - de jure","Final figure, complete","2021","221","1"
"Åland Islands","2020","Total","Female","68","Estimate - de jure","Final figure, complete","2021","210","1"
"Åland Islands","2020","Total","Female","69","Estimate - de jure","Final figure, complete","2021","186.5","1"
"Åland Islands","2020","Total","Female","70","Estimate - de jure","Final figure, complete","2021","195","1"
"Åland Islands","2020","Total","Female","70 - 74","Estimate - de jure","Final figure, complete","2021","964","1"
"Åland Islands","2020","Total","Female","71","Estimate - de jure","Final figure, complete","2021","196","1"
"Åland Islands","2020","Total","Female","72","Estimate - de jure","Final figure, complete","2021","188.5","1"
"Åland Islands","2020","Total","Female","73","Estimate - de jure","Final figure, complete","2021","199.5","1"
"Åland Islands","2020","Total","Female","74","Estimate - de jure","Final figure, complete","2021","185","1"
"Åland Islands","2020","Total","Female","75","Estimate - de jure","Final figure, complete","2021","161","1"
"Åland Islands","2020","Total","Female","75 - 79","Estimate - de jure","Final figure, complete","2021","648","1"
"Åland Islands","2020","Total","Female","76","Estimate - de jure","Final figure, complete","2021","141.5","1"
"Åland Islands","2020","Total","Female","77","Estimate - de jure","Final figure, complete","2021","126.5","1"
"Åland Islands","2020","Total","Female","78","Estimate - de jure","Final figure, complete","2021","117","1"
"Åland Islands","2020","Total","Female","79","Estimate - de jure","Final figure, complete","2021","102","1"
"Åland Islands","2020","Total","Female","80","Estimate - de jure","Final figure, complete","2021","105.5","1"
"Åland Islands","2020","Total","Female","80 - 84","Estimate - de jure","Final figure, complete","2021","475.5","1"
"Åland Islands","2020","Total","Female","81","Estimate - de jure","Final figure, complete","2021","100","1"
"Åland Islands","2020","Total","Female","82","Estimate - de jure","Final figure, complete","2021","94.5","1"
"Åland Islands","2020","Total","Female","83","Estimate - de jure","Final figure, complete","2021","88.5","1"
"Åland Islands","2020","Total","Female","84","Estimate - de jure","Final figure, complete","2021","87","1"
"Åland Islands","2020","Total","Female","85","Estimate - de jure","Final figure, complete","2021","77.5","1"
"Åland Islands","2020","Total","Female","85 - 89","Estimate - de jure","Final figure, complete","2021","311.5","1"
"Åland Islands","2020","Total","Female","86","Estimate - de jure","Final figure, complete","2021","67.5","1"
"Åland Islands","2020","Total","Female","87","Estimate - de jure","Final figure, complete","2021","65","1"
"Åland Islands","2020","Total","Female","88","Estimate - de jure","Final figure, complete","2021","57.5","1"
"Åland Islands","2020","Total","Female","89","Estimate - de jure","Final figure, complete","2021","44","1"
"Åland Islands","2020","Total","Female","90","Estimate - de jure","Final figure, complete","2021","41","1"
"Åland Islands","2020","Total","Female","90 - 94","Estimate - de jure","Final figure, complete","2021","171","1"
"Åland Islands","2020","Total","Female","91","Estimate - de jure","Final figure, complete","2021","32.5","1"
"Åland Islands","2020","Total","Female","92","Estimate - de jure","Final figure, complete","2021","31.5","1"
"Åland Islands","2020","Total","Female","93","Estimate - de jure","Final figure, complete","2021","37","1"
"Åland Islands","2020","Total","Female","94","Estimate - de jure","Final figure, complete","2021","29","1"
"Åland Islands","2020","Total","Female","95","Estimate - de jure","Final figure, complete","2021","22","1"
"Åland Islands","2020","Total","Female","95 - 99","Estimate - de jure","Final figure, complete","2021","46.5","1"
"Åland Islands","2020","Total","Female","96","Estimate - de jure","Final figure, complete","2021","11","1"
"Åland Islands","2020","Total","Female","97","Estimate - de jure","Final figure, complete","2021","5","1"
"Åland Islands","2020","Total","Female","98","Estimate - de jure","Final figure, complete","2021","3","1"
"Åland Islands","2020","Total","Female","99","Estimate - de jure","Final figure, complete","2021","5.5","1"
"Åland Islands","2020","Total","Female","100 +","Estimate - de jure","Final figure, complete","2021","5","1"
"Åland Islands","2020","Urban","Both Sexes","Total","Estimate - de jure","Final figure, complete","2021","11692","1"
"Åland Islands","2020","Urban","Both Sexes","0","Estimate - de jure","Final figure, complete","2021","80","1"
"Åland Islands","2020","Urban","Both Sexes","0 - 4","Estimate - de jure","Final figure, complete","2021","487.5","1"
"Åland Islands","2020","Urban","Both Sexes","1 - 4","Estimate - de jure","Final figure, complete","2021","407.5","1"
"Åland Islands","2020","Urban","Both Sexes","5 - 9","Estimate - de jure","Final figure, complete","2021","589","1"
"Åland Islands","2020","Urban","Both Sexes","10 - 14","Estimate - de jure","Final figure, complete","2021","585.5","1"
"Åland Islands","2020","Urban","Both Sexes","15 - 19","Estimate - de jure","Final figure, complete","2021","589","1"
"Åland Islands","2020","Urban","Both Sexes","20 - 24","Estimate - de jure","Final figure, complete","2021","642","1"
"Åland Islands","2020","Urban","Both Sexes","25 - 29","Estimate - de jure","Final figure, complete","2021","739","1"
"Åland Islands","2020","Urban","Both Sexes","30 - 34","Estimate - de jure","Final figure, complete","2021","763.5","1"
"Åland Islands","2020","Urban","Both Sexes","35 - 39","Estimate - de jure","Final figure, complete","2021","728.5","1"
"Åland Islands","2020","Urban","Both Sexes","40 - 44","Estimate - de jure","Final figure, complete","2021","699.5","1"
"Åland Islands","2020","Urban","Both Sexes","45 - 49","Estimate - de jure","Final figure, complete","2021","739","1"
"Åland Islands","2020","Urban","Both Sexes","50 - 54","Estimate - de jure","Final figure, complete","2021","809","1"
"Åland Islands","2020","Urban","Both Sexes","55 - 59","Estimate - de jure","Final figure, complete","2021","727","1"
"Åland Islands","2020","Urban","Both Sexes","60 - 64","Estimate - de jure","Final figure, complete","2021","725","1"
"Åland Islands","2020","Urban","Both Sexes","65 - 69","Estimate - de jure","Final figure, complete","2021","792.5","1"
"Åland Islands","2020","Urban","Both Sexes","70 - 74","Estimate - de jure","Final figure, complete","2021","782","1"
"Åland Islands","2020","Urban","Both Sexes","75 - 79","Estimate - de jure","Final figure, complete","2021","570.5","1"
"Åland Islands","2020","Urban","Both Sexes","80 - 84","Estimate - de jure","Final figure, complete","2021","367","1"
"Åland Islands","2020","Urban","Both Sexes","85 - 89","Estimate - de jure","Final figure, complete","2021","226.5","1"
"Åland Islands","2020","Urban","Both Sexes","90 - 94","Estimate - de jure","Final figure, complete","2021","102","1"
"Åland Islands","2020","Urban","Both Sexes","95 - 99","Estimate - de jure","Final figure, complete","2021","25.5","1"
"Åland Islands","2020","Urban","Both Sexes","100 +","Estimate - de jure","Final figure, complete","2021","2.5","1"
"Åland Islands","2020","Urban","Male","Total","Estimate - de jure","Final figure, complete","2021","5599.5","1"
"Åland Islands","2020","Urban","Male","0","Estimate - de jure","Final figure, complete","2021","40.5","1"
"Åland Islands","2020","Urban","Male","0 - 4","Estimate - de jure","Final figure, complete","2021","237","1"
"Åland Islands","2020","Urban","Male","1 - 4","Estimate - de jure","Final figure, complete","2021","196.5","1"
"Åland Islands","2020","Urban","Male","5 - 9","Estimate - de jure","Final figure, complete","2021","303.5","1"
"Åland Islands","2020","Urban","Male","10 - 14","Estimate - de jure","Final figure, complete","2021","289","1"
